Ticker,,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Average Dilution Earnings,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Gain On Sale Of Ppe,Gain On Sale Of Business,Impairment Of Capital Assets,Earnings From Equity Interest,Gain On Sale Of Security,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,General And Administrative Expense,Other Gand A,Salaries And Wages,Other Special Charges,Write Off,Selling And Marketing Expense,Earnings From Equity Interest Net Of Tax,Preferred Stock Dividends,Net Income Discontinuous Operations,Total Other Finance Cost,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Other Taxes
TSLA,2025-12-31,-133380000.0,0.27,12258000000.0,-494000000.0,-494000000.0,3794000000.0,6148000000.0,77733000000.0,11764000000.0,5616000000.0,1342000000.0,338000000.0,1680000000.0,4154620000.0,3794000000.0,89978000000.0,,4355000000.0,3526250000.0,3224750000.0,1.08,1.176525,3794000000.0,,3794000000.0,,3794000000.0,-61000000.0,3855000000.0,3855000000.0,1423000000.0,5278000000.0,-913000000.0,-419000000.0,-494000000.0,494000000.0,1342000000.0,338000000.0,1680000000.0,4849000000.0,12245000000.0,6411000000.0,5834000000.0,17094000000.0,77733000000.0,94827000000.0,94827000000.0,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,2024-12-31,-136800000.0,0.2,15392000000.0,-684000000.0,-684000000.0,7130000000.0,5368000000.0,80240000000.0,14708000000.0,9340000000.0,1219000000.0,350000000.0,1569000000.0,7677200000.0,7130000000.0,89930000000.0,1003000000.0,7076000000.0,3216000000.0,3216000000.0,2.04,2.23,7130000000.0,0.0,7130000000.0,,7130000000.0,-23000000.0,7153000000.0,7153000000.0,1837000000.0,8990000000.0,11000000.0,695000000.0,-684000000.0,684000000.0,1219000000.0,350000000.0,1569000000.0,7760000000.0,9690000000.0,4540000000.0,5150000000.0,17450000000.0,80240000000.0,97690000000.0,97690000000.0,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,2023-12-31,0.0,0.21,14796000000.0,0.0,0.0,14999000000.0,4667000000.0,79113000000.0,14796000000.0,10129000000.0,910000000.0,156000000.0,1066000000.0,14999000000.0,14999000000.0,87882000000.0,1268000000.0,8891000000.0,3482750000.0,3173500000.0,4.31,4.725697,14999000000.0,0.0,14999000000.0,,14999000000.0,25000000.0,14974000000.0,14974000000.0,-5001000000.0,9973000000.0,172000000.0,172000000.0,0.0,0.0,910000000.0,156000000.0,1066000000.0,8891000000.0,8769000000.0,3969000000.0,4800000000.0,17660000000.0,79113000000.0,96773000000.0,96773000000.0,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,2022-12-31,-14080000.0,0.08,17833000000.0,-176000000.0,-176000000.0,12583000000.0,3747000000.0,60609000000.0,17657000000.0,13910000000.0,106000000.0,191000000.0,297000000.0,12744920000.0,12583000000.0,67630000000.0,1509000000.0,13656000000.0,3475000000.0,3130000000.0,3.62,4.02,12584000000.0,1000000.0,12583000000.0,,12583000000.0,-4000000.0,12587000000.0,12587000000.0,1132000000.0,13719000000.0,-219000000.0,-43000000.0,-176000000.0,176000000.0,106000000.0,191000000.0,297000000.0,13832000000.0,7021000000.0,3075000000.0,3946000000.0,20853000000.0,60609000000.0,81462000000.0,81462000000.0,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,2021-12-31,,,,,,,,,,,,,,,,,978000000.0,,,,,,,9000000.0,,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMQ,2024-11-30,0.0,0.0,-6697000.0,1000.0,1000.0,-8587000.0,4000.0,4000.0,-6696000.0,-6700000.0,685000.0,,685000.0,-8588000.0,-8587000.0,6700000.0,,,159829344.0,159829344.0,-0.05,-0.05,-8587000.0,,-8587000.0,,-8587000.0,,-8587000.0,-8587000.0,,-8587000.0,-2572000.0,63000.0,0.0,,685000.0,,685000.0,-6700000.0,6696000.0,,6588000.0,-4000.0,4000.0,0.0,0.0,0.0,,0.0,-2636000.0,1000.0,108000.0,,,,,6588000.0,2141000.0,4447000.0,,,,,,,,,,,
TMQ,2023-11-30,0.0,0.0,-7209000.0,-5000.0,-5000.0,-14951000.0,8000.0,8000.0,-7214000.0,-7222000.0,120000.0,,120000.0,-14946000.0,-14951000.0,7222000.0,,,152647254.0,152647254.0,-0.1,-0.1,-14951000.0,,-14951000.0,,-14951000.0,,-14951000.0,-14951000.0,,-14951000.0,-7849000.0,,0.0,,120000.0,,120000.0,-7222000.0,7214000.0,,7041000.0,-8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,-7844000.0,-5000.0,173000.0,8000.0,8000.0,8000.0,8000.0,7041000.0,2401000.0,4640000.0,,,,,,,,,,,
TMQ,2022-11-30,0.0,0.0,-6938000.0,12000.0,12000.0,-24257000.0,17000.0,17000.0,-6926000.0,-6943000.0,34000.0,,34000.0,-24269000.0,-24257000.0,6943000.0,,,145721736.0,145721736.0,-0.17,-0.17,-24257000.0,,-24257000.0,,-24257000.0,,-24257000.0,-24257000.0,,-24257000.0,-17348000.0,,-6000.0,,34000.0,,34000.0,-6943000.0,6926000.0,,6696000.0,-17000.0,17000.0,0.0,0.0,84000.0,84000.0,90000.0,-17360000.0,18000.0,230000.0,17000.0,17000.0,17000.0,17000.0,6696000.0,2285000.0,4411000.0,,,,,,,,,,,
TMQ,2021-11-30,0.0,0.0,-8523000.0,-36000.0,-36000.0,-21660000.0,21000.0,21000.0,-8559000.0,-8580000.0,16000.0,,16000.0,-21624000.0,-21660000.0,8580000.0,,,144428926.0,144428926.0,-0.15,-0.15,-21660000.0,,-21660000.0,,-21660000.0,,-21660000.0,-21660000.0,,-21660000.0,-13096000.0,22000.0,0.0,,16000.0,,16000.0,-8580000.0,8559000.0,,7814000.0,-21000.0,21000.0,0.0,0.0,0.0,0.0,0.0,-13082000.0,-36000.0,745000.0,21000.0,21000.0,21000.0,21000.0,7814000.0,2335000.0,5479000.0,,,,,,,,,,,
KO,2024-12-31,-369396000.0,0.186,17803000000.0,-1986000000.0,-1986000000.0,10631000000.0,1075000000.0,18324000000.0,15817000000.0,14742000000.0,-668000000.0,1656000000.0,988000000.0,12247604000.0,10631000000.0,33039000000.0,,9992000000.0,4320000000.0,4309000000.0,2.46,2.47,10631000000.0,,10631000000.0,,10631000000.0,-18000000.0,10649000000.0,10649000000.0,2437000000.0,13086000000.0,-268000000.0,-52000000.0,-2301000000.0,2246000000.0,-668000000.0,1656000000.0,988000000.0,14022000000.0,14715000000.0,,7957000000.0,28737000000.0,18324000000.0,47061000000.0,47061000000.0,,842000000.0,886000000.0,1770000000.0,315000000.0,6758000000.0,,,,,286000000.0,,286000000.0,-23000000.0,34000000.0,7671000000.0,,,,,,,,
KO,2023-12-31,-198360000.0,0.174,16747000000.0,-1140000000.0,-1140000000.0,10714000000.0,1128000000.0,18520000000.0,15607000000.0,14479000000.0,-620000000.0,1527000000.0,907000000.0,11655640000.0,10714000000.0,32656000000.0,,11311000000.0,4339000000.0,4323000000.0,2.47,2.48,10714000000.0,,10714000000.0,,10714000000.0,11000000.0,10703000000.0,10703000000.0,2249000000.0,12952000000.0,473000000.0,-78000000.0,-1325000000.0,1337000000.0,-620000000.0,1527000000.0,907000000.0,13098000000.0,14136000000.0,,7863000000.0,27234000000.0,18520000000.0,45754000000.0,45754000000.0,-35000000.0,59000000.0,,1691000000.0,185000000.0,6273000000.0,15000000.0,15000000.0,15000000.0,15000000.0,254000000.0,,254000000.0,-42000000.0,39000000.0,7609000000.0,,,,,,,,
KO,2022-12-31,-205073000.0,0.181,14961000000.0,-1133000000.0,-1133000000.0,9542000000.0,1260000000.0,18000000000.0,13828000000.0,12568000000.0,-433000000.0,882000000.0,449000000.0,10469927000.0,9542000000.0,30962000000.0,,10909000000.0,4350000000.0,4328000000.0,2.19,2.2,9542000000.0,,9542000000.0,,9542000000.0,-29000000.0,9571000000.0,9571000000.0,2115000000.0,11686000000.0,77000000.0,-262000000.0,-1133000000.0,1076000000.0,-433000000.0,882000000.0,449000000.0,12042000000.0,12962000000.0,,12880000000.0,25004000000.0,18000000000.0,43004000000.0,43004000000.0,,,57000000.0,1472000000.0,-496000000.0,82000000.0,,,,,356000000.0,,356000000.0,-219000000.0,96000000.0,7086000000.0,,,,,,,,
KO,2021-12-31,234843000.0,0.211,14361000000.0,1113000000.0,1113000000.0,9771000000.0,1452000000.0,15357000000.0,15474000000.0,14022000000.0,-1321000000.0,1597000000.0,276000000.0,8892843000.0,9771000000.0,27616000000.0,,10308000000.0,4340000000.0,4315000000.0,2.25,2.26,9771000000.0,,9771000000.0,,9771000000.0,-33000000.0,9804000000.0,9804000000.0,2621000000.0,12425000000.0,2707000000.0,156000000.0,646000000.0,70000000.0,-1321000000.0,1597000000.0,276000000.0,11039000000.0,12259000000.0,,12144000000.0,23298000000.0,15357000000.0,38655000000.0,38655000000.0,,809000000.0,78000000.0,1438000000.0,467000000.0,115000000.0,,,,,337000000.0,5135000000.0,337000000.0,15000000.0,,6672000000.0,,,,,,,,
PLTR,2024-12-31,0.0,0.043451,341990000.0,,,462190000.0,31587000.0,565990000.0,341990000.0,310403000.0,196792000.0,,196792000.0,462190000.0,462190000.0,2555104000.0,,310403000.0,2447246030.0,2246883476.0,0.190277,0.210307,462190000.0,,462190000.0,,462190000.0,-5728000.0,467918000.0,467918000.0,21255000.0,489173000.0,-18022000.0,-18022000.0,,,196792000.0,,196792000.0,310403000.0,1989114000.0,507878000.0,1481236000.0,2299517000.0,565990000.0,2865507000.0,2865507000.0,,,,,,,,,,,593481000.0,593481000.0,,,,887755000.0,,,,,,,,
PLTR,2023-12-31,0.0,0.083158,153320000.0,,,209825000.0,33354000.0,431105000.0,153320000.0,119966000.0,132572000.0,3470000.0,132572000.0,209825000.0,209825000.0,2105046000.0,,119966000.0,2294577862.0,2144316182.0,0.090131,0.100146,209825000.0,,209825000.0,,209825000.0,-7550000.0,217375000.0,217375000.0,19716000.0,237091000.0,-15447000.0,-15447000.0,,,132572000.0,3470000.0,132572000.0,119966000.0,1673941000.0,404624000.0,1269317000.0,1793907000.0,431105000.0,2225012000.0,2225012000.0,,,,,,,,,,,524325000.0,524325000.0,,,,744992000.0,,,,,,,,
PLTR,2022-12-31,0.0,0.21,-138679000.0,,,-373705000.0,22522000.0,408549000.0,-138679000.0,-161201000.0,20309000.0,4058000.0,20309000.0,-373705000.0,-373705000.0,2067072000.0,,-161201000.0,2060785103.0,2060785103.0,-0.180263,-0.180263,-373705000.0,0.0,-373705000.0,,-373705000.0,-2611000.0,-371094000.0,-371094000.0,10067000.0,-361027000.0,-220135000.0,-220135000.0,,,20309000.0,4058000.0,20309000.0,-161201000.0,1658523000.0,359679000.0,1298844000.0,1497322000.0,408549000.0,1905871000.0,1905871000.0,,,,,,,,,,,596333000.0,596333000.0,,,,702511000.0,,,,,,,,
PLTR,2021-12-31,0.0,0.27,-469957000.0,,,-520379000.0,14897000.0,339404000.0,-469957000.0,-484854000.0,-2033000.0,3640000.0,1607000.0,-520379000.0,-520379000.0,1952935000.0,,-411046000.0,1920813404.0,1920813404.0,-0.270394,-0.270394,-520379000.0,0.0,-520379000.0,0.0,-520379000.0,0.0,-520379000.0,-520379000.0,31885000.0,-488494000.0,-75415000.0,-75415000.0,,,-2033000.0,3640000.0,1607000.0,-411046000.0,1613531000.0,387487000.0,1226044000.0,1202485000.0,339404000.0,1541889000.0,1541889000.0,,,,,,,,,,,611532000.0,611532000.0,,,,614512000.0,,,,,,,,
AMZN,2024-12-31,-246971244.935436,0.135031,125644000000.0,-1829000000.0,-1829000000.0,59248000000.0,52795000000.0,326288000000.0,123815000000.0,71020000000.0,2271000000.0,2406000000.0,4677000000.0,60830028755.06457,59248000000.0,569366000000.0,,68593000000.0,10721000000.0,10473000000.0,5.53,5.66,59248000000.0,,59248000000.0,,59248000000.0,,59248000000.0,59248000000.0,9265000000.0,68614000000.0,-2250000000.0,-421000000.0,,,2271000000.0,2406000000.0,4677000000.0,68593000000.0,243078000000.0,,55266000000.0,311671000000.0,326288000000.0,637959000000.0,637959000000.0,,,,,-1829000000.0,187812000000.0,,,,,11359000000.0,11359000000.0,,,,43907000000.0,-101000000.0,,,,,,,
AMZN,2023-12-31,211380035.679101,0.189579,88287000000.0,1115000000.0,1115000000.0,30425000000.0,48663000000.0,304739000000.0,89402000000.0,40739000000.0,-233000000.0,3182000000.0,2949000000.0,29521380035.6791,30425000000.0,537933000000.0,,36852000000.0,10492000000.0,10304000000.0,2.9,2.95,30425000000.0,,30425000000.0,,30425000000.0,,30425000000.0,30425000000.0,7120000000.0,37557000000.0,938000000.0,-177000000.0,,,-233000000.0,3182000000.0,2949000000.0,36852000000.0,233194000000.0,,56186000000.0,270046000000.0,304739000000.0,574785000000.0,574785000000.0,,,,,1115000000.0,177008000000.0,,,,,11816000000.0,11816000000.0,,,,44370000000.0,-12000000.0,,,,,,,
AMZN,2022-12-31,-3415860000.0,0.21,54618000000.0,-16266000000.0,-16266000000.0,-2722000000.0,41921000000.0,288831000000.0,38352000000.0,-3569000000.0,-1378000000.0,2367000000.0,989000000.0,10128140000.0,-2722000000.0,501735000000.0,,12248000000.0,10189000000.0,10189000000.0,-0.27,-0.27,-2722000000.0,,-2722000000.0,,-2722000000.0,,-2722000000.0,-2722000000.0,-3217000000.0,-5936000000.0,-16806000000.0,-540000000.0,,,-1378000000.0,2367000000.0,989000000.0,12248000000.0,212904000000.0,,54129000000.0,225152000000.0,288831000000.0,513983000000.0,513983000000.0,,,,,-16266000000.0,158775000000.0,,,,,11891000000.0,11891000000.0,,,,42238000000.0,-3000000.0,,,,,,,
AMZN,2021-12-31,1839997169.143666,0.12558,59741000000.0,14652000000.0,14652000000.0,33364000000.0,34433000000.0,272344000000.0,74393000000.0,39960000000.0,-1361000000.0,1809000000.0,448000000.0,20551997169.143665,33364000000.0,444943000000.0,,24879000000.0,10300000000.0,10120000000.0,3.2405,3.298,33364000000.0,,33364000000.0,,33364000000.0,,33364000000.0,33364000000.0,4791000000.0,38151000000.0,14633000000.0,-19000000.0,,,-1361000000.0,1809000000.0,448000000.0,24879000000.0,172599000000.0,,41374000000.0,197478000000.0,272344000000.0,469822000000.0,469822000000.0,,,,,14652000000.0,131225000000.0,,,,,8823000000.0,8823000000.0,,,,32551000000.0,4000000.0,,,,,,,
F,2024-12-31,-7770000.0,0.185,14278000000.0,-42000000.0,-42000000.0,5879000000.0,5867000000.0,169486000000.0,14236000000.0,8369000000.0,404000000.0,1136000000.0,1540000000.0,5913230000.0,5879000000.0,179773000000.0,,5219000000.0,4021000000.0,3978000000.0,1.46,1.48,5879000000.0,,5879000000.0,,5879000000.0,-15000000.0,5894000000.0,5894000000.0,1339000000.0,7233000000.0,1610000000.0,896000000.0,,,404000000.0,1136000000.0,1540000000.0,5219000000.0,10287000000.0,,10287000000.0,15506000000.0,169486000000.0,184992000000.0,184992000000.0,,,,756000000.0,-42000000.0,,,,,,,,,,,,,,,,,,,
F,2023-12-31,-43050000.0,0.21,12013000000.0,-205000000.0,-205000000.0,4347000000.0,6523000000.0,160031000000.0,11808000000.0,5285000000.0,249000000.0,1318000000.0,1567000000.0,4508950000.0,4347000000.0,170733000000.0,,5458000000.0,4041000000.0,3998000000.0,1.08,1.09,4347000000.0,,4347000000.0,,4347000000.0,18000000.0,4329000000.0,4329000000.0,-362000000.0,3967000000.0,-1740000000.0,-1958000000.0,0.0,,249000000.0,1318000000.0,1567000000.0,5458000000.0,10702000000.0,,10702000000.0,16160000000.0,160031000000.0,176191000000.0,176191000000.0,,,,423000000.0,-205000000.0,,,,,,,,,,,,,,,,,,,
F,2022-12-31,-2150148000.0,0.286,12277000000.0,-7518000000.0,-7518000000.0,-1981000000.0,6493000000.0,140893000000.0,4759000000.0,-1734000000.0,-643000000.0,1282000000.0,639000000.0,3386852000.0,-1981000000.0,151781000000.0,,6276000000.0,4014000000.0,4014000000.0,-0.49,-0.49,-1981000000.0,,-1981000000.0,,-1981000000.0,171000000.0,-2152000000.0,-2152000000.0,-864000000.0,-3016000000.0,-8649000000.0,1899000000.0,-121000000.0,,-643000000.0,1282000000.0,639000000.0,6276000000.0,10888000000.0,,10888000000.0,17164000000.0,140893000000.0,158057000000.0,158057000000.0,,,,-3030000000.0,-7518000000.0,,,,,,,,,121000000.0,,,,,,,,,,
F,2021-12-31,2013390000.0,0.27,18086000000.0,7457000000.0,7457000000.0,17937000000.0,5960000000.0,119903000000.0,25543000000.0,19583000000.0,-1542000000.0,1803000000.0,261000000.0,12493390000.0,17937000000.0,131818000000.0,,4523000000.0,4034000000.0,3991000000.0,4.45,4.49,17937000000.0,,17937000000.0,,17937000000.0,27000000.0,17910000000.0,17910000000.0,-130000000.0,17780000000.0,14799000000.0,6647000000.0,-1702000000.0,,-1542000000.0,1803000000.0,261000000.0,4523000000.0,11915000000.0,,11915000000.0,16438000000.0,119903000000.0,136341000000.0,136341000000.0,,,,695000000.0,9159000000.0,,,,,,,,,1702000000.0,,,,,,,,,,
T,2025-12-31,,,,,,,,,,,,,,,,,,,7179000000.0,7169000000.0,3.04,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,2024-12-31,-1349950000.0,0.266,49112000000.0,-5075000000.0,-5075000000.0,10948000000.0,20580000000.0,49221000000.0,44037000000.0,23457000000.0,-6759000000.0,6759000000.0,,14673050000.0,10948000000.0,98212000000.0,,19049000000.0,7204000000.0,7199000000.0,1.49,1.49,10746000000.0,0.0,10746000000.0,0.0,10948000000.0,-1305000000.0,12253000000.0,12253000000.0,4445000000.0,16698000000.0,-667000000.0,2419000000.0,-5075000000.0,,-6759000000.0,6759000000.0,,24124000000.0,48991000000.0,,28411000000.0,73115000000.0,49221000000.0,122336000000.0,122336000000.0,,,,1989000000.0,,,20580000000.0,20580000000.0,,,,,,,5075000000.0,,,202000000.0,0.0,,,,,
T,2023-12-31,-254109000.0,0.213,46522000000.0,-1193000000.0,-1193000000.0,14400000000.0,18777000000.0,50123000000.0,45329000000.0,26552000000.0,-6704000000.0,6704000000.0,,15338891000.0,14400000000.0,97774000000.0,,23461000000.0,7258000000.0,7181000000.0,1.97,1.97,14277000000.0,85000000.0,14192000000.0,0.0,14400000000.0,-1223000000.0,15623000000.0,15623000000.0,4225000000.0,19848000000.0,1898000000.0,1416000000.0,-1193000000.0,,-6704000000.0,6704000000.0,,24654000000.0,47651000000.0,,28874000000.0,72305000000.0,50123000000.0,122428000000.0,122428000000.0,,,,1675000000.0,,,18777000000.0,18777000000.0,,,,,,,1193000000.0,,,208000000.0,0.0,,,,,
T,2022-12-31,-5774580000.0,0.21,48533000000.0,-27498000000.0,-27498000000.0,-8343000000.0,18021000000.0,50848000000.0,21035000000.0,3014000000.0,-6108000000.0,6108000000.0,,13380420000.0,-8524000000.0,97830000000.0,,-4587000000.0,7587000000.0,7166000000.0,-1.13,-1.13,-7521000000.0,543000000.0,-8064000000.0,-663000000.0,-8524000000.0,-1469000000.0,-7055000000.0,-6874000000.0,3780000000.0,-3094000000.0,-19897000000.0,5810000000.0,-27498000000.0,1273000000.0,-6108000000.0,6108000000.0,,22911000000.0,46982000000.0,,28961000000.0,69893000000.0,50848000000.0,120741000000.0,120741000000.0,-1413000000.0,,24812000000.0,1791000000.0,,,18021000000.0,18021000000.0,,,,,,,27498000000.0,,,203000000.0,-181000000.0,,,,,
